procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5 13      0 406085792 352888 53278168    0    0 613708     0 19016 13521  8  6 64 23  0
 7  2      0 403000128 352884 54809512    0    0 546176     0 14749 11518  5  5 75 16  0
 4  5      0 400830304 352884 56333452    0    0 512780     0 13292 10561  5  4 78 12  0
 3  8      0 399351168 352884 57849436    0    0 527612     0 15149 11777  6  5 74 15  0
 3  8      0 397567616 352896 59396588    0    0 527484    40 18561 13106  8  5 71 16  0
 5 12      0 396279648 352896 60900264    0    0 542764     0 17950 13899  6  5 70 19  0
 6 12      0 407123552 352904 62283380    0    0 567996     0 18780 13962  7  5 66 22  0
12  5      0 410390848 352904 60177148    0    0 585736     0 18433 14475  6  5 66 22  0
 5 13      0 419652192 352904 52337676    0    0 596316     0 17626 14645  6  6 66 23  0
 3 16      0 421714496 352912 48992804    0    0 620660    44 18928 15342  7  5 64 24  0
 2 12      0 420256672 352912 49030468    0    0 599780     0 14525 13037  5  4 67 24  0
 4 10      0 421876736 352900 47483612    0    0 574108     8 14572 12713  4  4 71 22  0
 2 11      0 429495808 352900 39850588    0    0 562308     0 14410 13104  2  4 73 21  0
 9  3      0 436466720 352900 35747780    0    0 566280     0 15196 13421  3  4 73 20  0
11  7      0 435605632 352892 34718272    0    0 556128     0 28210 24282 14  5 63 18  0
16  3      0 431827776 352904 35023440    0    0 531528    68 27322 19078 15 10 60 16  0
10 10      0 430790304 352900 35478020    0    0 566668     0 29158 21765 15  9 58 18  0
11 10      0 429172672 352896 35858812    0    0 589168     0 31004 21960 16  9 53 22  0
14  9      0 425276544 352896 36289564    0    0 569528     0 30856 22252 16  9 54 22  0
10 13      0 422243392 352896 36600968    0    0 566412     0 32642 25758 16  8 54 22  0
 12860 42674168    0    0     0     0 7747  994 11  1 87  0  0
 6  0      0 390290720  12860 42391248    0    0     0     0 7318  824  8  4 87  0  0
 4  0      0 391698112  12860 41035836    0    0     0     0 5953 1091  7  3 90  0  0
 4  0      0 393436928  12860 39315332    0    0     0    64 4921  724  8  1 92  0  0
91  0      0 409634496  12860 37272172    0    0     0     0 10498 2377 12  2 86  0  0
12  0      0 408582496  12860 37272208    0    0     0     0 14133 3058 20  4 76  0  0
12  0      0 407340096  12860 37272208    0    0     0     0 12432 1092 20  3 77  0  0
11  0      0 405896960  12860 37272208    0    0     0     0 12425 1084 19  4 77  0  0
11  0      0 404645088  12860 37498592    0    0     0     0 12502 1172 19  4 77  0  0
 6  0      0 399243904  12872 44109764    0    0     0    52 11925 1487 10  9 80  0  0
 5  0      0 401881248  12872 40794004    0    0     0     0 6028 1058  9  2 89  0  0
 4  0      0 404463904  12872 38213092    0    0     0     0 5572  981  9  1 90  0  0
 4  0      0 403940480  12872 38172580    0    0     0     0 4653  826  7  2 92  0  0
11  0      0 410185536  12872 37272212    0    0     0     0 16418 3305 19  4 77  0  0
11  0      0 409554816  12872 37272212    0    0     0     0 12246 1073 20  3 77  0  0
11  0      0 408208256  12884 37272212    0    0     0    44 12416 1152 19  4 77  0  0
11  0      0 406791072  12884 37272212    0    0     0     0 12446 1177 19  4 77  0  0
11  0      0 405045216  12884 37272212    0    0     0     0 12596 1118 19  4 77  0  0
11  0      0 403294240  12884 37272212    0    0     0     0 12434 1117 19  3 77  0  0
11  0      0 401586848  12884 37272212    0    0     0     0 12539 1112 19  4 77  0  0
11  0      0 399858304  12884 37272212    0    0     0     0 12592 1154 20  3 77  0  0
11  0      0 396164832  12884 40298704    0    0     0     0 12407 1017 16  7 77  0  0
13  0      0 386113056  12884 50338296    0    0     0     0 13880 1130 10 14 77  0  0
12  0      0 386866208  12884 49314952    0    0     0     0 15899 1720 22  3 75  0  0
12  0      0 387663296  12884 47594632    0    0     0     0 13393 1153 23  2 75  0  0
12  0      0 389413696  12884 45874628    0    0     0     0 13169 1067 23  2 75  0  0
12  0      0 391168768  12884 44153964    0    0     0     0 13216  974 23  2 75  0  0
12  0      0 392920192  12884 42433952    0    0     0     0 13160  905 23  2 75  0  0
12  0      0 394666112  12892 40713444    0    0     0    68 13187 1012 23  2 75  0  0
12  0      0 396327680  12892 38992804    0    0     0     0 13186  998 23  2 75  0  0
11  0      0 395520768  12892 39259440    0    0     0     0 12900  895 22  2 76  0  0
11  0      0 390227840  12892 43707240    0    0     0     0 12299  904 15  7 77  0  0
 8  0      0 382836320  12892 51945444    0    0     0     0 11221 1150  9 11 81  0  0
 7  0      0 384347744  12892 50953728    0    0     0     0 9531 1004 13  3 84  0  0
 6  0      0 385574048  12892 48820720    0    0     0     0 7873 1025 12  2 87  0  0
 7  0      0 388229216  12900 46198724    0    0     0    12 7349  884 11  1 87  0  0
 6  0      0 390075072  12900 44476756    0    0     0     0 7286  913 11  1 87  0  0
 6  0      0 391306016  12900 43225612    0    0     0     0 7764  886 11  2 87  0  0
 6  0      0 390226656  12900 44307172    0    0     0     0 7219  710  8  4 87  0  0
 4  0      0 391801408  12900 42626608    0    0     0     0 5319 1104  8  1 91  0  0
 4  0      0 394463904  12900 39315756    0    0     0    64 4652 1018  7  1 92  0  0
11  0      0 408104224  12900 37594876    0    0     0     0 5203  881  7  2 91  0  0
11  0      0 410014816  12900 37272216    0    0     0     0 17128 2951 21  4 76  0  0
11  0      0 408900736  12900 37272216    0    0     0     0 12154  982 20  3 77  0  0
11  0      0 407673248  12900 37272216    0    0     0     0 12450 1146 19  4 77  0  0
11  0      0 405956992  12900 37272216    0    0     0     0 12390 1030 19  3 77  0  0
11  0      0 400781120  12900 42250364    0    0     0     0 12819 1143 14  9 77  0  0
 6  0      0 401525824  12912 41613168    0    0     0    56 8912 1570 10  4 85  0  0
 5  0      0 404786880  12912 38213332    0    0     0     0 5690 1039  9  2 90  0  0
 4  0      0 404806944  12912 38213612    0    0     0     0 4630  681  7  2 91  0  0
12  0      0 410900736  12912 37272200    0    0     0     0 16373 3472 19  4 77  0  0
12  0      0 410138496  12912 37272200    0    0     0     0 12433 1001 20  3 77  0  0
12  0      0 408631936  12912 37272200    0    0     0     0 12513 1209 20  3 77  0  0
12  0      0 407220448  12924 37272200    0    0     0    44 12384 1107 19  4 77  0  0
11  0      0 405515712  12924 37272200    0    0     0     0 12428 1075 19  4 77  0  0
11  0      0 403802560  12924 37272200    0    0     0     0 12356 1096 19  3 77  0  0
12  0      0 402093664  12924 37272200    0    0     0     0 12381 1153 19  4 77  0  0
12  0      0 400602496  12924 37272200    0    0     0     0 12446 1118 19  4 77  0  0
12  0      0 396503296  12924 39833452    0    0     0     0 12446 1038 17  6 77  0  0
12  0      0 386446944  12924 49877044    0    0     0     0 13568  937 10 13 77  0  0
12  0      0 383844160  12924 51035276    0    0     0     0 15716 1341 21  4 75  0  0
12  0      0 384918144  12924 49314912    0    0     0     0 13275  958 23  2 75  0  0
13  0      0 384401792  12924 47594564    0    0     0     0 13364  998 23  2 75  0  0
12  0      0 384001184  12924 46289484    0    0     0     0 13488 1247 23  2 75  0  0
12  0      0 382970208  12932 45874208    0    0     0    68 13314  938 23  2 75  0  0
13  0      0 384015104  12932 44153804    0    0     0     0 13261  963 23  2 75  0  0
13  0      0 384527424  12932 42433456    0    0     0     0 13312  985 23  2 75  0  0
12  0      0 384094592  12932 40787900    0    0     0     0 13355 1044 22  3 75  0  0
12  0      0 380902240  12932 41585616    0    0     0     0 13359 1061 21  4 75  0  0
11  0      0 374699936  12932 45966884    0    0     0     0 13215  935 14 11 75  0  0
 8  0      0 369100672  12932 50060884    0    0     0     0 11851 1204 11 10 79  0  0
 7  0      0 367822176  12932 49315312    0    0     0     0 8892 1131 12  3 85  0  0
 6  0      0 367167744  12932 47835752    0    0     0     0 8383 1187 12  2 85  0  0
 6  0      0 368222464  12932 45087120    0    0     0     0 7317  906 11  2 87  0  0
 6  0      0 368432224  12932 42964888    0    0     0     0 7267  909 11  2 87  0  0
 6  0      0 366971200  12932 42731096    0    0     0     0 7202  724  9  3 87  0  0
 5  0      0 365382400  12932 42090076    0    0     0     0 6365  833  8  3 89  0  0
 4  0      0 363460416  12932 41021720    0    0     0    64 5677 1001  7  2 91  0  0
 4  0      0 364704384  12932 37941436    0    0     0     0 5406 1358  7  1 92  0  0
 5  0      0 378547648  12932 37594676    0    0     0     0 10827 2541  8  4 88  0  0
 5  0      0 378823968  12932 37594676    0    0     0     0 5652  973  8  1 91  0  0
 4  0      0 377442112  12932 37594676    0    0     0     0 4532  510  8  0 92  0  0
 4  0      0 378837376  12932 37594676    0    0     0     0 4573  541  8  1 92  0  0
 4  0      0 378063552  12932 37594676    0    0     0     0 4549  553  8  0 92  0  0
 4  0      0 378698656  12944 37594656    0    0     0    44 4579  667  8  0 92  0  0
 4  0      0 378716288  12944 37594656    0    0     0     0 4450  503  8  0 92  0  0
 4  0      0 377888800  12944 37594668    0    0     0     0 4441  502  8  0 92  0  0
105  0      0 411589472  12944 37272188    0    0     0     0 12235 2138 14  1 85  0  0
11  0      0 409763296  12944 37272212    0    0     0     0 17351 10687 19  4 77  0  0
12  0      0 408585600  12944 37272012    0    0     0     0 12326 1119 19  4 77  0  0
11  0      0 407033536  12944 37272012    0    0     0     0 12284 1103 19  4 77  0  0
11  0      0 405128608  12944 37508284    0    0     0     0 12341 1086 19  4 77  0  0
 5  0      0 399117120  12944 44233964    0    0     0     0 12849 1805 11 10 80  0  0
 5  0      0 398288800  12944 42473168    0    0     0     0 5686  800  9  1 90  0  0
 5  0      0 399103488  12944 39933600    0    0     0     0 5619  877  9  1 90  0  0
 4  0      0 397883136  12944 38637616    0    0     0     0 5299  909  7  2 90  0  0
 4  0      0 403985824  12944 37352516    0    0     0     0 5475 1082  7  2 91  0  0
 4  0      0 404136000  12944 37352516    0    0     0     0 4476  556  8  0 92  0  0
96  0      0 411938400  12956 37271928    0    0     0    44 9599 1667 13  1 87  0  0
11  0      0 410604864  12956 37272000    0    0     0     0 15194 2420 20  4 76  0  0
11  0      0 409357472  12956 37272000    0    0     0     0 12271 1066 20  3 77  0  0
12  0      0 407876640  12956 37272000    0    0     0     0 12415 1109 19  4 77  0  0
11  0      0 406555040  12956 37272000    0    0     0     0 12391 1161 19  4 77  0  0
11  0      0 404766528  12956 37272000    0    0     0     0 12399 1085 19  4 77  0  0
11  0      0 403069312  12956 37272000    0    0     0     0 12612 1229 19  4 77  0  0
12  0      0 401386208  12956 37272004    0    0     0     0 12288 1060 19  3 77  0  0
11  0      0 399564608  12956 37408008    0    0     0     0 12312 1065 19  4 77  0  0
11  0      0 392042816  12956 44605072    0    0     0     0 12257  809 13 10 77  0  0
13  0      0 385608896  12956 51034828    0    0     0     0 17077 2030 14 10 76  0  0
12  0      0 387347040  12956 49314792    0    0     0     0 13292 1050 23  2 75  0  0
12  0      0 389075424  12956 47594444    0    0     0     0 13484 1152 23  2 75  0  0
12  0      0 389913504  12956 45874096    0    0     0     0 13221 1075 23  2 75  0  0
13  0      0 391048160  12956 44153748    0    0     0     0 13183 1011 23  2 75  0  0
12  0      0 392820544  12956 42433400    0    0     0     0 13217  986 23  2 75  0  0
12  0      0 394555200  12964 40712908    0    0     0    68 13374 1114 23  2 75  0  0
13  0      0 395588736  12964 39180772    0    0     0    64 13247 1022 22  3 75  0  0
11  0      0 390767328  12964 43249980    0    0     0     0 12763  958 17  7 76  0  0
 9  0      0 387140288  12964 46240812    0    0     0     0 11987 1165 13  8 79  0  0
 8  0      0 384816576  12964 48679992    0    0     0     0 10808 1117 11  7 82  0  0
 8  0      0 385846816  12964 47705600    0    0     0     0 9057  938 13  3 84  0  0
 6  0      0 387384512  12964 46196984    0    0     0     0 7651 1073 12  1 87  0  0
 6  0      0 389130528  12964 44476460    0    0     0     0 7299  813 11  1 87  0  0
 6  0      0 389500736  12964 44046892    0    0     0     0 7380  857 10  3 87  0  0
 5  0      0 391799872  12964 41602244    0    0     0     0 6217  959  9  2 89  0  0
 4  0      0 392416608  12964 41035840    0    0     0     0 5720 1050  8  3 90  0  0
 4  0      0 394203840  12964 39314968    0    0     0     0 4478  696  8  1 92  0  0
105  0      0 412715424  12964 37272196    0    0     0     0 10828 2286 13  2 85  0  0
11  0      0 411408512  12964 37272036    0    0     0     0 14912 9981 20  4 76  0  0
11  0      0 409941600  12964 37272036    0    0     0     0 12218 1081 20  3 77  0  0
11  0      0 408415840  12964 37272036    0    0     0     0 12312 1043 20  3 77  0  0
11  0      0 406647904  12964 37279780    0    0     0     0 12336 1076 19  4 77  0  0
 7  0      0 399761984  12976 44043612    0    0     0    48 12723 1447 12 10 79  0  0
 5  0      0 401411648  12976 40793848    0    0     0     0 6079 1283  9  2 89  0  0
 4  0      0 403979360  12976 38212888    0    0     0     0 5539  943  9  1 90  0  0
 4  0      0 403973920  12976 38212996    0    0     0     0 4621  734  7  1 92  0  0
11  0      0 411251008  12976 37272020    0    0     0     0 16834 3278 17  4 79  0  0
11  0      0 410275680  12976 37272020    0    0     0     0 12356 1096 20  3 77  0  0
11  0      0 409200064  12988 37272020    0    0     0    44 12406 1116 19  4 77  0  0
11  0      0 407588640  12988 37272020    0    0     0     0 12416 1134 19  4 77  0  0
11  0      0 406000064  12988 37272020    0    0     0     0 12400 1143 19  3 77  0  0
11  0      0 404324576  12988 37272020    0    0     0     0 12422 1206 20  3 77  0  0
11  0      0 402634784  12988 37272020    0    0     0     0 12445 1082 19  4 77  0  0
11  0      0 400966752  12988 37272020    0    0     0     0 12355 1098 20  3 77  0  0
11  0      0 397669920  12988 39597800    0    0     0     0 12464 1091 17  6 77  0  0
12  0      0 387620864  12988 49619156    0    0     0     0 13236  954 10 13 77  0  0
12  0      0 387519616  12988 49315196    0    0     0     0 15928 1509 21  4 75  0  0
12  0      0 389241888  12988 47595000    0    0     0     0 13390 1144 23  2 75  0  0
12  0      0 390979136  12988 45874364    0    0     0     0 13351 1085 23  2 75  0  0
12  0      0 392395904  12988 44153872    0    0     0     0 13405 1117 23  2 75  0  0
12  0      0 394141408  12996 42433476    0    0     0    68 13492 1219 23  2 75  0  0
12  0      0 395878496  12996 40713328    0    0     0     0 13401 1036 23  2 75  0  0
12  0      0 396990848  12996 39035456    0    0     0     0 13311 1039 23  2 75  0  0
11  0      0 394642624  12996 40487392    0    0     0     0 13203 1144 20  4 76  0  0
12  0      0 390345664  12996 44438356    0    0     0     0 13044 1132 14  9 76  0  0
10  0      0 385705344  12996 48963728    0    0     0     0 11864 1153 13  8 79  0  0
 6  0      0 385737568  12996 48921848    0    0     0     0 9919  957 13  5 82  0  0
 6  0      0 387667296  12996 46197436    0    0     0     0 7223  954 11  1 87  0  0
 6  0      0 389430592  12996 44476400    0    0     0     0 7042  698 11  1 87  0  0
 6  0      0 390605536  12996 43276268    0    0     0     0 7031  945 11  2 87  0  0
 5  0      0 390718208  12996 43033788    0    0     0     0 7386  968  9  3 88  0  0
 5  0      0 391409312  12996 42369256    0    0     0     0 5716  936  8  3 90  0  0
 4  0      0 394471104  12996 39315064    0    0     0     0 4888 1031  7  1 92  0  0
 7  0      0 410093312  12996 37594688    0    0     0    64 5353  911  7  2 91  0  0
11  0      0 409526080  12996 37272056    0    0     0     0 17285 5675 20  4 76  0  0
11  0      0 408338432  12996 37272056    0    0     0     0 12629 1188 20  3 77  0  0
11  0      0 407250720  12996 37272056    0    0     0     0 12432 1135 19  4 77  0  0
11  0      0 405909568  12996 37272056    0    0     0     0 12372 1065 19  4 77  0  0
10  0      0 399948928  12996 43234648    0    0     0     0 12233  955 13  9 77  0  0
 5  0      0 400740320  13008 41653820    0    0     0    52 8257 1746 10  3 87  0  0
 5  0      0 403953952  13008 38484044    0    0     0     0 5638  986  9  1 90  0  0
 5  0      0 403453120  13008 38858464    0    0     0     0 4748  682  8  1 91  0  0
60  0      0 411101696  13008 37272284    0    0     0     0 14054 2949 14  2 84  0  0
11  0      0 409554944  13008 37272024    0    0     0     0 13124 2189 19  4 77  0  0
11  0      0 408574592  13020 37272024    0    0     0    44 12334 1090 20  3 77  0  0
11  0      0 407150336  13020 37272024    0    0     0     0 12398 1104 19  4 77  0  0
11  0      0 405510944  13020 37272024    0    0     0     0 12368 1206 20  3 77  0  0
11  0      0 403698176  13020 37272024    0    0     0     0 12402 1190 20  3 77  0  0
11  0      0 402104512  13020 37272024    0    0     0     0 12435 1112 19  4 77  0  0
11  0      0 400308512  13020 37272024    0    0     0     0 12402 1091 20  3 77  0  0
11  0      0 398360320  13020 37559520    0    0     0     0 12339 1088 19  4 77  0  0
11  0      0 389517472  13020 46179920    0    0     0     0 12235  830 11 12 77  0  0
12  0      0 385215936  13020 50473420    0    0     0     0 16727 1558 17  8 75  0  0
12  0      0 386643328  13020 49060680    0    0     0     0 13589 1444 23  2 75  0  0
12  0      0 388367360  13020 46889728    0    0     0     0 13407 1148 23  2 75  0  0
12  0      0 390758912  13020 44713436    0    0     0     0 13377 1133 23  2 75  0  0
12  0      0 393070336  13020 42519532    0    0     0     0 13302 1031 23  2 75  0  0
12  0      0 394798848  13028 40832476    0    0     0    68 13301 1087 23  2 75  0  0
12  0      0 396286624  13028 38992624    0    0     0     0 13265 1055 23  2 75  0  0
11  0      0 394663168  13028 39971116    0    0     0     0 13028 1043 21  3 76  0  0
10  0      0 390229696  13028 43902252    0    0     0     0 12366  953 17  6 77  0  0
 9  0      0 387886848  13028 46032904    0    0     0     0 10682 1187 15  4 81  0  0
 7  0      0 381702048  13028 52360280    0    0     0     0 10225  911  8  9 83  0  0
 6  0      0 382622464  13028 51068456    0    0     0     0 8366 1057 10  3 86  0  0
 6  0      0 385189088  13028 48061948    0    0     0     0 7271  837 11  2 87  0  0
 6  0      0 387175424  13028 46197148    0    0     0     0 7167  727 11  2 87  0  0
 6  0      0 388771808  13028 44476192    0    0     0     0 7172  731 11  1 87  0  0
 6  0      0 389786112  13028 42827268    0    0     0     0 7306  974 11  1 87  0  0
 6  0      0 389405760  13028 43408376    0    0     0     0 7193  802  9  4 87  0  0
 5  0      0 390084608  13028 41874916    0    0     0    64 7510 1883  8  3 90  0  0
 5  0      0 392343936  13028 39315372    0    0     0     0 9204 1842  8  3 89  0  0
 7  0      0 411240768  13028 37272196    0    0     0     0 6769 1544  8  2 90  0  0
11  0      0 409628768  13028 37272028    0    0     0     0 17275 3121 22  4 74  0  0
11  0      0 408216448  13028 37272028    0    0     0     0 12790 1168 20  3 77  0  0
11  0      0 406878112  13028 37272028    0    0     0     0 12475 1113 19  3 77  0  0
11  0      0 405046464  13028 37272028    0    0     0     0 12438 1165 19  4 77  0  0
11  0      0 399229120  13040 43613820    0    0     0    48 12621  930 14  9 77  0  0
 5  0      0 400350848  13040 41653744    0    0     0     0 7075 1668  9  2 88  0  0
 5  0      0 402705632  13040 38587368    0    0     0     0 5677  880  9  1 90  0  0
 4  0      0 402421760  13040 38651640    0    0     0     0 4714  616  7  1 91  0  0
115  0      0 409821536  13040 37272280    0    0     0     0 8013 1559  9  2 89  0  0
11  0      0 408790400  13040 37272028    0    0     0     0 16378 4916 21  4 75  0  0
11  0      0 407958368  13052 37272016    0    0     0    44 12299 1096 20  3 77  0  0
11  0      0 406474432  13052 37272028    0    0     0     0 12398 1177 19  4 77  0  0
11  0      0 404851456  13052 37272028    0    0     0     0 12272 1064 19  4 77  0  0
11  0      0 403212704  13052 37272028    0    0     0     0 12180  975 19  4 77  0  0
11  0      0 401506208  13052 37272028    0    0     0     0 12175 1025 19  4 77  0  0
11  0      0 399908288  13052 37294868    0    0     0     0 13147 2265 19  3 77  0  0
11  0      0 398296064  13052 37335588    0    0     0     0 12355 1101 20  3 77  0  0
11  0      0 390569920  13052 44546532    0    0     0     0 12193  764 13 10 77  0  0
12  0      0 384083968  13052 51057644    0    0     0     0 17394 1993 14 10 75  0  0
12  0      0 385835008  13052 49337736    0    0     0     0 13483 1342 23  2 75  0  0
12  0      0 387581024  13052 47535592    0    0     0     0 13651 1331 23  2 75  0  0
12  0      0 388875904  13052 45764908    0    0     0     0 13363 1002 23  2 75  0  0
13  0      0 391123008  13052 43703308    0    0     0     0 13364  998 23  2 75  0  0
12  0      0 392930560  13060 41501760    0    0     0    68 13608 1208 23  2 75  0  0
12  0      0 394557536  13060 39781664    0    0     0     0 13343 1089 23  2 75  0  0
11  0      0 394657280  13060 39700256    0    0     0     0 13194  970 22  3 75  0  0
11  0      0 391095424  13060 43561236    0    0     0     0 12376  929 17  6 77  0  0
 8  0      0 389072576  13060 44776132    0    0     0     0 10253 1280 14  4 82  0  0
 8  0      0 383142400  13060 51320852    0    0     0     0 9230  548  8  9 83  0  0
 7  0      0 383890048  13060 50976452    0    0     0     0 11761 1280 12  4 84  0  0
 6  0      0 385615232  13068 49308600    0    0     0    12 8362  956 12  2 86  0  0
 6  0      0 388047616  13068 46859832    0    0     0     0 8608 1149 11  1 87  0  0
 6  0      0 389857472  13068 44499580    0    0     0     0 8391  830 11  1 87  0  0
 6  0      0 391591808  13068 42778900    0    0     0     0 8454  835 11  1 87  0  0
 6  0      0 393232736  13068 41084980    0    0     0     0 7318  865 11  1 87  0  0
 5  0      0 392384096  13068 41959956    0    0     0    64 7319  890  8  4 88  0  0
 4  0      0 392409248  13068 41058200    0    0     0     0 5230  909  7  2 91  0  0
 5  0      0 394156320  13068 39337852    0    0     0     0 4554  715  8  1 92  0  0
40  0      0 412963520  13068 37295148    0    0     0     0 13639 3180 15  3 82  0  0
11  0      0 411127520  13068 37294936    0    0     0     0 12875 1276 19  4 77  0  0
11  0      0 409793344  13068 37294936    0    0     0     0 12317 1104 19  3 77  0  0
11  0      0 408269280  13068 37294936    0    0     0     0 12389 1108 20  3 77  0  0
11  0      0 406386432  13068 37619216    0    0     0     0 12418 1084 19  4 77  0  0
 6  0      0 399857088  13080 43964988    0    0     0    48 12298 1763 11  9 80  0  0
 5  0      0 402290816  13080 40816504    0    0     0     0 6000  943  9  2 89  0  0
 4  0      0 404669888  13080 38235772    0    0     0     0 5536  988  9  1 90  0  0
 4  0      0 404632864  13080 38235884    0    0     0     0 4646  776  7  2 92  0  0
11  0      0 410537120  13080 37294940    0    0     0     0 17180 4598 18  4 78  0  0
11  0      0 409384672  13080 37294940    0    0     0     0 12556 1052 20  3 77  0  0
11  0      0 408218080  13092 37294940    0    0     0    44 12305 1093 19  4 77  0  0
11  0      0 406571744  13092 37294940    0    0     0     0 12299 1148 19  4 77  0  0
11  0      0 404885216  13092 37294940    0    0     0     0 12430 1194 19  4 77  0  0
11  0      0 403418240  13092 37294940    0    0     0     0 12375 1144 19  4 77  0  0
11  0      0 401629088  13092 37294940    0    0     0     0 12449 1099 20  3 77  0  0
11  0      0 399949952  13092 37294940    0    0     0     0 12363 1072 19  4 77  0  0
11  0      0 397304896  13092 38496036    0    0     0     0 12439 1174 18  5 77  0  0
11  0      0 386687936  13092 49076676    0    0     0     0 12566  730  9 14 77  0  0
12  0      0 384718112  13092 51058076    0    0     0     0 16095 1633 20  4 75  0  0
12  0      0 386245952  13092 49337728    0    0     0     0 13341 1043 23  2 75  0  0
13  0      0 387981600  13092 47617380    0    0     0     0 13421 1125 23  2 75  0  0
12  0      0 389733600  13092 45896968    0    0     0     0 13377  983 23  2 75  0  0
12  0      0 391484672  13092 44176476    0    0     0     0 13483 1092 23  2 75  0  0
12  0      0 393137472  13100 42456120    0    0     0    68 13382 1027 23  2 75  0  0
12  0      0 394447968  13100 40735780    0    0     0     0 13495 1137 23  2 75  0  0
12  0      0 394913792  13100 39291732    0    0     0     0 13363 1039 22  3 75  0  0
11  0      0 388583552  13100 45087360    0    0     0     0 12623  823 15  9 76  0  0
 7  0      0 381696864  13100 52003988    0    0     0     0 10796 1143  9  9 82  0  0
 6  0      0 381882688  13100 51299104    0    0     0     0 15736 1191 12  3 85  0  0
 6  0      0 383785536  13100 48993052    0    0     0     0 7329  813 11  1 87  0  0
 6  0      0 386595296  13100 46220256    0    0     0     0 7321  868 11  1 87  0  0
 6  0      0 388348640  13100 44499728    0    0     0     0 7811  782 11  1 87  0  0
 6  0      0 390103712  13100 42778904    0    0     0     0 8393  770 12  1 87  0  0
 6  0      0 390978624  13100 41892200    0    0     0     0 7244  681 10  2 87  0  0
 4  0      0 390168416  13100 42770000    0    0     0     0 7093  846  8  4 88  0  0
 4  0      0 392391648  13100 40538468    0    0     0    64 4549  774  7  1 92  0  0
 4  0      0 395326976  13100 37617800    0    0     0     0 4585  836  7  1 92  0  0
12  0      0 411339456  13100 36229668    0    0     0     0 18784 6900 18  6 76  0  0
11  0      0 411619744  13100 35353116    0    0     0     0 13753 1380 20  4 76  0  0
11  0      0 410471424  13100 35353116    0    0     0     0 12737 1272 20  3 77  0  0
11  0      0 408820736  13100 35353116    0    0     0     0 12594 1177 20  3 77  0  0
11  0      0 404049952  13100 39441120    0    0     0     0 12688 1012 15  8 77  0  0
 5  0      0 402056832  13112 40597268    0    0     0    48 10164 2539 10  5 85  0  0
 5  0      0 404717568  13112 37949400    0    0     0     0 5679  880  9  1 90  0  0
 4  0      0 405538912  13112 36771376    0    0     0     0 5235  882  8  2 91  0  0
93  0      0 413354560  13112 35355196    0    0     0     0 9886 2047 11  3 87  0  0
11  0      0 412067040  13112 35398688    0    0     0     0 17267 3360 20  4 76  0  0
11  0      0 411360192  13112 35430832    0    0     0     0 13052 1581 19  4 77  0  0
11  0      0 410575168  13124 34754708    0    0     0    44 15708 4399 18  5 77  0  0
10  0      0 408768416  13124 34821044    0    0     0     0 13341 2170 19  4 77  0  0
11  0      0 407359968  13124 34849088    0    0     0     0 12977 1711 19  3 77  0  0
10  0      0 405229760  13124 34969600    0    0     0     0 13925 3121 19  4 77  0  0
 9  0      0 403698368  13124 35141452    0    0     0     0 14230 4019 19  3 78  0  0
 9  1      0 402089472  13124 35262556    0    0     0     0 14252 3680 19  4 78  0  0
11  0      0 396692032  13124 39995756    0    0     0     0 13309 2246 14  8 77  0  0
11  0      0 389606784  13124 47926012    0    0     0     0 15938 3239 11 12 77  0  0
12  0      0 388324256  13124 49232572    0    0     0     0 15623 4865 20  4 76  0  0
11  1      0 389862464  13124 47699056    0    0     0     0 16996 7244 21  2 76  0  0
12  0      0 391516512  13124 46055124    0    0     0     0 14637 2908 23  2 75  0  0
12  0      0 393162720  13124 44452764    0    0     0     0 14709 3121 23  2 75  0  0
11  0      0 394734624  13132 42800868    0    0     0    68 13944 1891 23  2 75  0  0
12  0      0 396158912  13132 41151036    0    0     0     0 14314 2595 22  2 75  0  0
12  0      0 397351168  13132 39520620    0    0     0     0 14362 2482 22  3 75  0  0
12  0      0 396899776  13132 38988500    0    0     0     0 14405 2718 20  4 75  0  0
11  0      0 390080896  13132 45458388    0    0     0     0 13789 1771 14 10 76  0  0
 9  0      0 386555104  13132 48874032    0    0     0     0 12578 1773 13  9 79  0  0
 7  0      0 386852096  13132 48613532    0    0     0     0 10239 2339 13  3 84  0  0
 6  0      0 388422144  13132 46959232    0    0     0     0 8162 2628 11  1 88  0  0
 6  0      0 390560160  13132 44599896    0    0     0     0 7432 1306 11  1 87  0  0
 5  0      0 393123456  13140 41942808    0    0     0    12 7518 1568 11  1 88  0  0
 6  0      0 394530368  13140 40305432    0    0     0     0 7881 2241 11  1 88  0  0
 6  0      0 393705568  13140 41044248    0    0     0     0 7178  782  9  4 87  0  0
 4  0      0 394479104  13140 40300808    0    0     0     0 5561 1094  7  2 91  0  0
 4  0      0 396215072  13140 38580460    0    0     0    64 4524  676  8  1 92  0  0
142  0      0 413035840  13140 36537736    0    0     0     0 12620 2870 15  2 83  0  0
11  0      0 411297408  13140 36627568    0    0     0     0 13863 3062 18  4 77  0  0
11  0      0 409948128  13140 36655104    0    0     0     0 12728 1689 19  3 77  0  0
11  0      0 408392544  13140 36869556    0    0     0     0 14383 4801 18  4 78  0  0
