timestamp, name, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/06/19 17:50:40.483, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:42.483, NVIDIA H200, 14 %, 0 %, 33
2025/06/19 17:50:42.483, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:42.483, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:42.483, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:44.484, NVIDIA H200, 14 %, 0 %, 34
2025/06/19 17:50:44.484, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:44.484, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:44.484, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:46.484, NVIDIA H200, 15 %, 0 %, 34
2025/06/19 17:50:46.484, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:46.484, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:46.484, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:48.484, NVIDIA H200, 10 %, 0 %, 34
2025/06/19 17:50:48.484, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:48.484, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:48.484, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:50.484, NVIDIA H200, 15 %, 0 %, 34
2025/06/19 17:50:50.485, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:50.485, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:50.485, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:52.485, NVIDIA H200, 14 %, 0 %, 34
2025/06/19 17:50:52.485, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:52.485, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:52.485, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:54.485, NVIDIA H200, 13 %, 0 %, 33
2025/06/19 17:50:54.485, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:54.485, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:54.485, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:56.485, NVIDIA H200, 13 %, 0 %, 34
2025/06/19 17:50:56.486, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:56.486, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:56.486, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:58.486, NVIDIA H200, 13 %, 0 %, 33
2025/06/19 17:50:58.486, NVIDIA H200, 0 %, 0 %, 26
